"","day","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","median"
"54",54,50,78,95,44,50,44,47,79,87,58,116,46,108,47,29,115,48,109,72,80,65
"55",55,58,87,105,50,54,49,60,93,101,62,131,63,128,58,35,127,58,121,84,89,73.5
"56",56,61,99,114,59,60,54,66,93,114,71,151,70,139,65,37,141,72,144,90,100,81
"57",57,71,111,130,65,83,64,64,107,136,86,189,79,165,77,37,154,81,169,96,123,91
"58",58,82,124,158,77,91,70,74,133,152,90,204,92,200,82,47,173,89,184,104,141,98
"59",59,103,141,176,90,108,81,78,143,177,101,235,107,214,95,51,213,104,217,124,155,116
"60",60,117,156,190,98,121,91,92,163,201,116,273,124,244,102,55,237,125,255,139,184,132
"61",61,143,176,222,111,142,106,108,186,231,146,306,146,292,111,59,270,141,273,167,208,156.5
"62",62,169,216,255,117,160,128,128,211,264,161,374,166,335,136,66,307,167,304,178,229,173.5
"63",63,199,267,296,133,188,140,142,244,301,183,429,187,387,153,73,362,186,357,204,259,201.5
"64",64,221,300,318,141,211,163,146,285,344,212,484,206,433,162,94,388,202,402,236,300,228.5
"65",65,252,329,354,158,243,182,170,324,374,230,548,236,479,176,115,416,229,464,265,334,258.5
"66",66,271,348,400,174,259,195,194,351,418,246,593,258,503,190,128,468,242,530,293,370,282
"67",67,295,393,436,192,302,211,220,390,476,261,656,284,555,202,141,515,285,572,335,414,318.5
"68",68,326,420,466,206,325,227,230,438,518,290,717,298,621,231,156,558,298,617,362,442,344
"69",69,348,451,503,226,361,253,255,470,565,317,782,339,682,241,173,613,320,669,391,486,376
"70",70,366,474,552,247,391,290,269,506,621,343,842,362,742,271,179,689,344,719,410,519,400.5
"71",71,399,514,608,268,437,295,288,535,678,364,909,402,815,296,196,736,359,754,431,558,434
"72",72,438,565,646,278,468,322,309,576,720,385,973,434,878,324,209,796,367,827,462,590,465
"73",73,469,601,671,295,510,336,341,618,775,409,1047,464,927,335,226,844,388,877,493,640,501.5
"74",74,492,637,700,313,533,344,362,651,822,432,1101,483,992,365,242,890,421,935,534,669,533.5
"75",75,503,660,737,314,544,372,391,684,871,475,1145,522,1070,392,252,924,437,988,571,730,557.5
"76",76,544,711,794,330,601,380,424,724,917,520,1211,560,1123,407,264,989,470,1075,608,769,604.5
"77",77,566,748,852,360,636,420,441,745,968,532,1286,589,1166,421,286,1066,491,1134,640,791,638
"78",78,607,815,888,374,657,440,479,775,1029,545,1369,622,1223,447,284,1118,519,1185,674,844,665.5
"79",79,644,841,942,401,692,450,509,819,1081,578,1450,647,1282,475,307,1181,558,1216,687,901,689.5
"80",80,673,895,991,417,728,488,533,882,1152,602,1545,706,1350,506,330,1283,597,1263,716,938,722
"81",81,698,924,1032,422,775,505,550,930,1208,628,1603,741,1434,543,334,1343,618,1327,759,993,767
"82",82,749,980,1076,453,812,532,574,979,1260,667,1663,775,1512,557,356,1428,668,1413,802,1059,807
"83",83,796,1009,1126,486,831,567,615,1016,1298,724,1711,832,1593,577,373,1491,698,1510,821,1092,831.5
"84",84,812,1077,1185,524,871,588,643,1057,1363,753,1801,877,1662,620,388,1557,745,1573,869,1158,874
"85",85,846,1152,1244,545,899,619,658,1117,1440,814,1887,924,1738,643,406,1627,778,1627,909,1190,916.5
"86",86,891,1199,1325,583,935,650,687,1171,1489,856,1946,962,1815,674,437,1693,821,1697,934,1257,948.5
"87",87,940,1237,1383,622,959,675,746,1243,1576,878,2019,1010,1881,698,458,1761,873,1774,974,1320,992
"88",88,980,1278,1449,647,1035,708,799,1287,1625,915,2087,1062,1927,737,465,1849,908,1821,1018,1376,1048.5
"89",89,1066,1349,1486,681,1082,735,841,1328,1700,954,2209,1104,2000,761,466,1930,948,1914,1091,1453,1097.5
"90",90,1117,1405,1577,707,1125,771,860,1381,1788,974,2308,1151,2097,803,492,2020,1020,2014,1138,1531,1144.5
"91",91,1159,1467,1664,736,1200,800,909,1458,1829,994,2369,1168,2197,845,523,2121,1066,2087,1170,1582,1185
"92",92,1240,1522,1748,782,1237,843,953,1526,1899,1034,2480,1193,2278,881,553,2224,1087,2148,1209,1641,1238.5
"93",93,1299,1626,1814,820,1275,888,995,1599,1994,1087,2565,1216,2372,913,600,2296,1138,2238,1263,1746,1287
"94",94,1341,1702,1876,850,1342,915,1035,1654,2050,1145,2654,1298,2482,953,650,2405,1191,2370,1314,1824,1341.5
"95",95,1368,1757,1941,872,1420,945,1086,1716,2132,1222,2777,1378,2568,991,678,2508,1242,2480,1364,1901,1399
"96",96,1436,1834,2001,914,1479,986,1162,1800,2189,1261,2876,1467,2670,1044,710,2637,1270,2554,1418,1959,1473
"97",97,1503,1867,2088,949,1568,1032,1206,1851,2271,1310,3000,1530,2770,1087,748,2725,1321,2678,1488,2021,1549
"98",98,1582,1975,2147,962,1614,1076,1265,1899,2318,1353,3115,1617,2849,1136,770,2797,1412,2779,1529,2114,1615.5
"99",99,1616,2049,2256,990,1714,1137,1304,1974,2399,1421,3225,1701,2929,1192,793,2881,1489,2869,1589,2191,1707.5
"100",100,1702,2125,2332,1025,1762,1221,1368,2067,2479,1489,3338,1751,3006,1261,841,2971,1551,2970,1670,2277,1756.5
"101",101,1740,2189,2453,1076,1825,1275,1427,2137,2570,1558,3463,1824,3125,1310,875,3098,1610,3108,1743,2348,1824.5
"102",102,1807,2274,2545,1128,1876,1313,1475,2203,2683,1619,3530,1868,3209,1349,909,3179,1664,3208,1804,2396,1872
"103",103,1896,2377,2619,1166,1945,1359,1530,2251,2802,1660,3653,1949,3301,1412,954,3265,1717,3319,1884,2486,1947
"104",104,1944,2465,2678,1215,2046,1414,1570,2321,2906,1727,3718,2033,3417,1461,1008,3321,1782,3413,1948,2577,2039.5
"105",105,2044,2561,2743,1286,2115,1483,1685,2352,3027,1815,3852,2121,3525,1534,1030,3415,1865,3500,2032,2699,2118
"106",106,2096,2677,2848,1370,2176,1531,1739,2441,3112,1885,3974,2178,3633,1602,1058,3510,1944,3652,2121,2786,2177
"107",107,2138,2740,2934,1428,2262,1602,1810,2557,3215,1957,4041,2276,3786,1670,1104,3642,2027,3757,2240,2900,2269
"108",108,2230,2840,3035,1538,2339,1647,1875,2643,3355,2057,4130,2352,3923,1775,1142,3719,2096,3907,2328,3000,2345.5
"109",109,2300,2924,3189,1604,2394,1748,1939,2747,3434,2117,4236,2460,3984,1819,1201,3882,2167,4023,2412,3081,2436
"110",110,2364,2997,3297,1666,2532,1817,2002,2852,3552,2193,4336,2528,4130,1864,1260,3978,2248,4122,2487,3197,2530
"111",111,2454,3078,3423,1719,2637,1854,2065,2962,3659,2253,4466,2604,4153,1923,1319,4108,2344,4224,2558,3297,2620.5
"112",112,2538,3215,3528,1773,2715,1917,2131,3057,3759,2341,4556,2705,4266,1970,1385,4230,2458,4349,2697,3374,2710
"113",113,2668,3309,3633,1841,2852,1975,2206,3147,3910,2406,4627,2802,4367,2078,1431,4321,2568,4457,2753,3474,2827
"114",114,2771,3413,3796,1895,2913,2057,2272,3200,3964,2490,4742,2874,4512,2181,1510,4426,2651,4557,2858,3606,2893.5
"115",115,2850,3479,3949,1955,3002,2148,2331,3331,4003,2593,4814,2996,4620,2283,1565,4537,2755,4646,2955,3720,2999
"116",116,2975,3547,4075,2054,3125,2211,2401,3425,4194,2669,4940,3089,4740,2400,1618,4639,2856,4761,3033,3843,3107
"117",117,3058,3659,4164,2163,3221,2250,2479,3510,4314,2760,5050,3204,4844,2461,1688,4680,2989,4841,3138,3950,3212.5
"118",118,3189,3755,4320,2269,3314,2353,2536,3585,4478,2867,5153,3319,4993,2549,1759,4775,3082,4988,3252,4047,3316.5
"119",119,3252,3818,4413,2359,3402,2457,2652,3716,4621,2977,5273,3427,5101,2638,1842,4829,3183,5056,3338,4169,3414.5
"120",120,3352,3890,4486,2454,3446,2545,2719,3834,4712,3090,5361,3534,5237,2738,1902,4933,3266,5116,3414,4311,3490
"121",121,3442,4036,4576,2517,3574,2625,2813,3922,4762,3198,5464,3629,5279,2833,1968,5050,3361,5178,3541,4374,3601.5
"122",122,3543,4151,4701,2613,3705,2685,2953,4008,4852,3312,5519,3738,5369,2944,2075,5113,3433,5244,3633,4472,3721.5
"123",123,3634,4267,4768,2708,3817,2770,3047,4092,4934,3420,5593,3839,5426,3056,2121,5212,3521,5342,3714,4612,3828
"124",124,3711,4379,4869,2810,3911,2892,3112,4201,5015,3473,5699,3931,5503,3129,2192,5315,3621,5455,3830,4741,3921
"125",125,3863,4536,5002,2897,4038,3009,3222,4347,5118,3586,5816,4046,5635,3211,2297,5389,3763,5537,3935,4807,4042
"126",126,3947,4642,5073,2983,4138,3142,3337,4437,5213,3627,5912,4148,5659,3291,2405,5461,3829,5636,4038,4901,4143
"127",127,4044,4755,5168,3064,4209,3260,3407,4554,5314,3715,5970,4257,5706,3409,2463,5526,3945,5674,4130,5030,4233
"128",128,4099,4852,5252,3157,4308,3343,3518,4597,5438,3792,6044,4328,5812,3529,2507,5581,4039,5782,4223,5109,4318
"129",129,4243,4971,5363,3252,4426,3394,3600,4704,5566,3890,6073,4406,5892,3610,2626,5669,4115,5837,4346,5218,4416
"130",130,4378,5043,5439,3377,4541,3519,3736,4787,5636,4014,6063,4509,5936,3727,2676,5737,4189,5898,4457,5342,4525
"131",131,4522,5148,5488,3463,4701,3614,3851,4880,5694,4101,6155,4614,6023,3819,2771,5810,4299,5973,4535,5381,4657.5
"132",132,4656,5273,5588,3569,4774,3722,3969,4989,5777,4228,6141,4712,6087,3934,2830,5869,4427,6009,4565,5434,4743
"133",133,4735,5337,5652,3703,4863,3848,4084,5079,5837,4313,6196,4825,6110,4022,2980,5853,4559,6053,4671,5510,4844
"134",134,4788,5408,5732,3819,4958,3960,4173,5099,5907,4484,6187,4967,6117,4139,3078,5928,4641,6095,4783,5561,4962.5
"135",135,4888,5462,5747,3941,5040,4095,4266,5249,5905,4610,6233,5042,6158,4306,3168,5895,4711,6123,4873,5578,5041
"136",136,5060,5485,5814,4029,5146,4172,4372,5327,5939,4704,6261,5130,6185,4417,3261,5947,4777,6157,4981,5619,5138
"137",137,5141,5554,5890,4107,5243,4328,4518,5430,6006,4801,6258,5210,6238,4517,3358,5982,4913,6166,5028,5678,5226.5
"138",138,5223,5629,5922,4165,5336,4435,4616,5530,6033,4935,6252,5302,6300,4611,3505,6029,5010,6161,5109,5767,5319
"139",139,5331,5709,6004,4240,5427,4535,4645,5625,6076,5038,6254,5347,6273,4703,3586,6077,5121,6156,5186,5806,5387
"140",140,5450,5795,6068,4360,5487,4610,4745,5672,6115,5106,6263,5398,6263,4770,3691,6106,5197,6161,5308,5829,5468.5
"141",141,5476,5859,6065,4499,5584,4652,4860,5688,6133,5192,6226,5462,6225,4872,3744,6079,5317,6180,5386,5857,5530
"142",142,5547,5920,6000,4602,5637,4760,4957,5752,6160,5319,6205,5497,6209,5012,3871,6084,5412,6135,5465,5931,5592
"143",143,5618,5977,6006,4732,5668,4827,5062,5831,6147,5317,6203,5552,6181,5053,4010,6071,5425,6096,5555,5942,5643
"144",144,5683,6008,6017,4836,5720,4900,5131,5828,6161,5393,6170,5626,6150,5100,4167,6028,5493,6123,5637,6026,5701.5
"145",145,5732,6040,6029,4920,5772,4968,5217,5906,6112,5494,6151,5674,6093,5222,4248,5991,5607,6112,5682,6059,5752
"146",146,5794,6063,6024,5008,5835,5045,5312,5948,6130,5587,6178,5738,6103,5285,4325,5988,5628,6113,5758,6048,5814.5
"147",147,5847,6085,6038,5106,5902,5109,5406,5966,6161,5646,6163,5831,6074,5379,4457,5987,5667,6049,5789,6115,5874.5
"148",148,5892,6050,6047,5166,5908,5221,5467,6021,6185,5663,6107,5861,6040,5467,4591,5938,5679,5995,5808,6101,5900
"149",149,5973,6029,5981,5204,5911,5290,5512,6054,6159,5719,6033,5889,6014,5540,4632,5924,5756,5986,5920,6087,5922
"150",150,5989,6051,5994,5243,5923,5363,5543,6103,6113,5774,5956,5898,5964,5668,4722,5886,5827,5948,5948,6108,5935.5
"151",151,6043,6056,5952,5296,5924,5442,5593,6129,6067,5835,5865,5902,5926,5686,4841,5801,5907,5873,6003,6141,5904.5
"152",152,6071,6039,5923,5358,5986,5513,5618,6117,6016,5898,5747,5953,5869,5724,4898,5792,5988,5885,6015,6138,5910.5
"153",153,6117,6016,5888,5455,6000,5581,5686,6096,5960,5991,5652,5938,5812,5767,4994,5795,6034,5787,6020,6093,5913
"154",154,6089,6004,5828,5544,6018,5643,5709,6091,5922,6026,5564,5945,5772,5762,5093,5758,6084,5747,6058,6052,5875
"155",155,6134,5993,5802,5576,6017,5688,5754,6063,5869,6058,5477,5937,5666,5816,5198,5712,6077,5677,6029,6004,5842.5
"156",156,6118,5972,5753,5611,6044,5709,5767,6105,5866,6046,5381,5915,5602,5841,5302,5651,6073,5598,6031,5933,5853.5
"157",157,6113,5987,5704,5622,6042,5804,5800,6090,5801,6077,5269,5993,5556,5869,5378,5561,6087,5505,6015,5935,5836.5
"158",158,6038,5918,5667,5696,6055,5905,5822,6040,5802,6076,5159,5977,5430,5868,5366,5478,6107,5441,5983,5880,5874
"159",159,6057,5876,5648,5702,6008,5919,5812,5998,5738,6080,5097,5915,5323,5867,5479,5428,6139,5361,5904,5838,5852.5
"160",160,6030,5783,5633,5767,5973,5899,5780,5981,5668,6061,5020,5908,5225,5935,5533,5309,6080,5289,5924,5773,5781.5
"161",161,6034,5662,5568,5785,5931,5883,5786,5960,5628,6072,4890,5908,5119,5938,5599,5260,6039,5226,5849,5762,5785.5
"162",162,6036,5599,5565,5822,5893,5967,5818,5897,5573,6067,4825,5851,5037,5970,5660,5171,6016,5113,5798,5709,5808
"163",163,5962,5502,5495,5820,5843,5959,5860,5835,5436,6021,4696,5786,4931,5970,5701,5065,5984,5063,5762,5612,5774
"164",164,5979,5470,5421,5836,5772,5937,5876,5745,5373,6018,4598,5806,4857,5990,5716,4974,5932,4989,5754,5509,5749.5
"165",165,5952,5410,5334,5832,5807,5906,5852,5669,5271,6011,4507,5783,4771,5970,5743,4884,5853,4899,5709,5462,5726
"166",166,5901,5353,5258,5787,5764,5887,5852,5621,5207,5975,4411,5772,4714,5961,5783,4859,5811,4796,5656,5403,5710
"167",167,5869,5298,5175,5798,5758,5917,5814,5542,5059,5940,4316,5788,4590,5958,5821,4758,5783,4711,5600,5314,5679
"168",168,5838,5228,5113,5854,5718,5941,5836,5480,4959,5873,4250,5718,4509,5934,5872,4695,5790,4611,5593,5243,5655.5
"169",169,5759,5187,5054,5846,5652,5922,5816,5369,4877,5841,4123,5627,4475,5869,5877,4581,5781,4509,5532,5155,5579.5
"170",170,5707,5076,5001,5848,5590,5870,5834,5288,4805,5790,4031,5574,4379,5799,5866,4512,5750,4423,5452,5029,5513
"171",171,5632,5016,4918,5827,5477,5794,5770,5223,4709,5731,3949,5496,4317,5781,5876,4382,5723,4346,5435,4920,5456
"172",172,5542,4940,4817,5791,5412,5767,5722,5151,4565,5635,3829,5457,4225,5737,5840,4302,5612,4257,5345,4841,5378.5
"173",173,5458,4866,4717,5735,5339,5726,5671,5057,4420,5604,3746,5374,4100,5662,5818,4223,5551,4174,5298,4765,5318.5
"174",174,5375,4791,4646,5713,5246,5652,5647,4945,4352,5522,3656,5323,4000,5604,5808,4100,5448,4069,5243,4643,5244.5
"175",175,5293,4688,4534,5756,5127,5599,5620,4830,4284,5469,3556,5233,3897,5589,5830,4017,5402,3941,5179,4539,5153
"176",176,5224,4576,4493,5741,5057,5596,5547,4737,4220,5403,3461,5204,3820,5510,5828,3941,5329,3840,5073,4492,5065
"177",177,5143,4470,4455,5687,4980,5576,5525,4680,4139,5341,3414,5082,3704,5420,5756,3883,5260,3760,5004,4443,4992
"178",178,5049,4357,4361,5635,4915,5540,5437,4588,4052,5263,3337,4982,3585,5401,5752,3795,5160,3656,4928,4352,4921.5
"179",179,4974,4293,4240,5599,4812,5469,5386,4519,3966,5170,3270,4883,3487,5333,5716,3689,5124,3580,4873,4251,4842.5
"180",180,4869,4200,4167,5516,4707,5384,5337,4436,3875,5092,3203,4781,3398,5285,5718,3593,5019,3522,4786,4169,4744
"181",181,4791,4117,4070,5434,4605,5298,5270,4351,3779,4956,3109,4684,3306,5181,5700,3462,4947,3445,4744,4064,4644.5
"182",182,4693,4034,3953,5336,4537,5243,5223,4241,3684,4890,3018,4614,3236,5095,5667,3370,4896,3346,4643,3952,4575.5
"183",183,4555,3932,3874,5250,4452,5139,5170,4131,3599,4798,2919,4497,3157,5023,5603,3290,4785,3254,4579,3882,4474.5
"184",184,4466,3847,3786,5163,4385,5072,5090,4037,3516,4716,2807,4440,3054,4955,5590,3210,4680,3173,4474,3819,4412.5
"185",185,4370,3729,3700,5125,4261,4983,5034,3925,3404,4638,2731,4357,2968,4869,5525,3121,4610,3029,4377,3752,4309
"186",186,4260,3620,3616,4976,4175,4893,4952,3821,3310,4500,2666,4254,2883,4779,5487,3038,4521,2927,4303,3639,4214.5
"187",187,4152,3532,3524,4894,4083,4818,4849,3757,3204,4411,2583,4191,2800,4719,5435,2972,4437,2827,4193,3533,4117.5
"188",188,4078,3461,3400,4835,3977,4743,4753,3648,3124,4322,2496,4077,2731,4638,5364,2886,4340,2739,4105,3423,4027
"189",189,4031,3391,3283,4748,3911,4658,4607,3549,3031,4224,2439,3958,2625,4569,5340,2811,4285,2652,4025,3343,3934.5
"190",190,3939,3276,3202,4680,3833,4571,4509,3469,2921,4135,2356,3870,2542,4502,5268,2763,4228,2573,3940,3276,3851.5
"191",191,3820,3179,3095,4604,3773,4452,4436,3371,2844,4040,2292,3829,2458,4434,5238,2669,4187,2492,3844,3168,3796.5
"192",192,3725,3081,3000,4527,3665,4351,4364,3279,2772,3960,2216,3733,2408,4304,5163,2603,4085,2423,3758,3088,3695
"193",193,3653,3011,2895,4430,3531,4298,4235,3187,2681,3856,2164,3622,2355,4221,5134,2534,3985,2367,3664,2994,3576.5
"194",194,3548,2952,2790,4366,3477,4212,4131,3093,2585,3775,2070,3552,2284,4159,5077,2447,3882,2312,3568,2925,3512.5
"195",195,3470,2888,2720,4330,3390,4146,4006,3035,2471,3708,2008,3488,2214,4076,5000,2357,3771,2255,3481,2856,3430
"196",196,3404,2824,2626,4297,3314,4049,3922,2986,2364,3627,1928,3413,2156,4005,4899,2247,3679,2189,3362,2757,3338
"197",197,3284,2756,2543,4189,3231,3986,3840,2879,2291,3543,1870,3294,2066,3923,4808,2158,3578,2122,3297,2717,3257.5
"198",198,3184,2660,2473,4063,3134,3874,3751,2791,2225,3456,1817,3220,2001,3828,4723,2121,3476,2039,3183,2650,3158.5
"199",199,3098,2582,2410,3946,3057,3757,3626,2736,2153,3319,1760,3168,1920,3744,4636,2062,3380,1967,3073,2545,3065
"200",200,3036,2525,2351,3843,2958,3644,3549,2654,2079,3236,1704,3047,1874,3676,4521,1989,3298,1891,3012,2473,2985
"201",201,2962,2467,2272,3769,2884,3527,3445,2569,2023,3168,1641,2979,1803,3563,4421,1919,3187,1826,2919,2376,2901.5
"202",202,2851,2377,2216,3673,2766,3397,3354,2489,1976,3087,1586,2909,1770,3504,4356,1860,3113,1778,2835,2303,2800.5
"203",203,2775,2318,2161,3593,2690,3280,3268,2405,1909,3013,1525,2828,1719,3436,4286,1776,3017,1729,2717,2255,2703.5
"204",204,2707,2266,2088,3558,2596,3178,3192,2351,1846,2932,1489,2741,1670,3318,4171,1708,2936,1661,2641,2195,2618.5
"205",205,2608,2199,2002,3447,2502,3141,3092,2274,1803,2862,1429,2691,1602,3234,4078,1636,2859,1601,2582,2128,2542
"206",206,2531,2136,1921,3340,2430,3050,3033,2203,1723,2795,1392,2627,1525,3152,3986,1578,2767,1561,2497,2052,2463.5
"207",207,2465,2076,1875,3233,2365,2977,2955,2129,1665,2709,1330,2537,1469,3051,3915,1507,2668,1505,2413,1976,2389
"208",208,2373,2035,1808,3147,2301,2935,2921,2074,1610,2630,1283,2432,1406,2952,3818,1448,2598,1463,2340,1939,2320.5
"209",209,2299,2002,1759,3042,2232,2867,2830,2005,1554,2534,1238,2337,1348,2892,3726,1396,2538,1402,2284,1865,2258
"210",210,2231,1936,1720,2970,2171,2792,2770,1950,1523,2452,1186,2254,1302,2811,3620,1375,2432,1353,2235,1808,2201
"211",211,2144,1877,1665,2869,2119,2738,2716,1840,1467,2420,1136,2188,1260,2706,3558,1330,2344,1303,2186,1727,2131.5
"212",212,2078,1823,1613,2806,2051,2646,2648,1787,1422,2344,1095,2107,1238,2605,3475,1281,2270,1237,2102,1667,2064.5
"213",213,2007,1747,1571,2732,1972,2572,2609,1724,1369,2287,1052,2054,1189,2513,3327,1231,2204,1193,2030,1612,1989.5
"214",214,1945,1682,1513,2627,1898,2531,2503,1665,1321,2231,1009,2000,1139,2439,3265,1192,2121,1159,1978,1558,1921.5
"215",215,1885,1637,1439,2553,1830,2492,2407,1616,1270,2148,971,1932,1108,2360,3187,1151,2042,1128,1921,1504,1857.5
"216",216,1848,1590,1390,2497,1749,2414,2336,1561,1237,2057,926,1880,1062,2288,3079,1111,1974,1091,1852,1450,1798.5
"217",217,1764,1524,1350,2427,1699,2353,2282,1501,1193,1991,895,1849,1019,2230,2992,1075,1927,1056,1781,1395,1731.5
"218",218,1723,1465,1296,2369,1650,2274,2212,1447,1170,1925,869,1808,974,2162,2914,1027,1864,1030,1723,1327,1686.5
"219",219,1649,1400,1245,2272,1583,2219,2127,1402,1143,1869,825,1713,939,2087,2826,1001,1816,991,1675,1268,1616
"220",220,1594,1345,1220,2216,1535,2146,2062,1354,1106,1791,812,1650,927,2026,2753,965,1769,952,1620,1213,1564.5
"221",221,1541,1299,1159,2172,1498,2094,1994,1299,1065,1731,780,1585,897,1965,2645,936,1701,922,1565,1171,1519.5
"222",222,1483,1244,1110,2127,1435,2046,1949,1249,1023,1664,751,1519,868,1907,2564,915,1635,879,1521,1117,1459
"223",223,1423,1203,1055,2068,1424,1970,1883,1206,983,1594,733,1467,840,1846,2516,883,1567,852,1483,1083,1423.5
"224",224,1374,1161,1023,2000,1393,1894,1830,1166,960,1539,706,1407,796,1763,2445,858,1503,818,1438,1042,1383.5
"225",225,1339,1131,1000,1927,1344,1805,1767,1144,930,1487,678,1364,773,1705,2354,809,1447,796,1386,1015,1341.5
"226",226,1289,1083,953,1847,1275,1742,1694,1121,882,1428,662,1313,743,1654,2292,778,1398,764,1325,970,1282
"227",227,1233,1033,933,1779,1231,1675,1634,1068,849,1378,631,1269,719,1609,2223,748,1346,731,1265,926,1232
"228",228,1176,999,890,1727,1191,1636,1586,1043,835,1358,617,1232,693,1550,2188,705,1313,706,1221,875,1183.5
